OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,Shape__Area,Shape__Length
175,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,cc6f01c6-38d5-47de-be99-eac5fe1a4862,175,CARL,Lands - http://landsnet.nps.gov/tractsnet/documents/CARL/Metadata/carl_metadata.xml,Carl Sandburg Home National Historic Site,2020/09/30 00:00:00+00,NC,SE,1006677,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047923,Carl Sandburg Home,1640145.71875,7152.26939446046
176,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,6f848ecc-c745-4ab0-b3f8-41604403a1c7,176,GUCO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUCO/Metadata/guco_metadata.xml,Guilford Courthouse National Military Park,2020/09/23 00:00:00+00,NC,SE,986193,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223245,Guilford Courthouse,1410140.4453125,10228.1720277846
177,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,68a5db6a-00b7-4875-bb59-b31c33e9ae4f,177,FORA,Lands - http://landsnet.nps.gov/tractsnet/documents/FORA/Metadata/fora_metadata.xml,Fort Raleigh National Historic Site,2020/09/17 00:00:00+00,NC,SE,985324,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Fort Raleigh,3066605.1484375,16133.8780463312
178,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,e420344f-ef06-4da8-adef-fde14c2770c2,178,WRBR,Lands - http://landsnet.nps.gov/tractsnet/documents/WRBR/Metadata/wrbr_metadata.xml,Wright Brothers National Memorial,2011/05/23 00:00:00+00,NC,SE,1027483,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174269,Wright Brothers,2657056.3984375,9434.39037362165
179,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,ef7ed501-ba12-4d3b-8d44-10abec5aa3de,179,CAHA,Unofficial Boundary of Cape Hatteras National Seashore.,Cape Hatteras National Seashore,2013/12/18 00:00:00+00,NC,SE,982628,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Hatteras,190369152.367188,345532.782894274
180,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,b010518d-957c-475e-939b-2e9aa68d3d93,180,CALO,Unofficial Boundary of Cape Lookout National Seashore.,Cape Lookout National Seashore,2013/12/18 00:00:00+00,NC,SE,1000889,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Lookout,171056451.552734,233295.323112548
181,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,f1459e27-61d9-4489-9a1c-33c6bc34c74a,181,CHCH,Unofficial Boundary of Chickamauga and Chattanooga National Military Park.,Chickamauga and Chattanooga National Military Park,2013/12/18 00:00:00+00,GA,SE,330990,National Military Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Chickamauga and Chattanooga,59444192.5,210842.714471411
182,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,8ced04d8-aba9-4564-a35b-3a08339d2d74,182,CUGA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUGA/Metadata/cuga_metadata.xml,Cumberland Gap National Historical Park,2020/09/15 00:00:00+00,KY,SE,490476,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048072,Cumberland Gap,153181998.703125,164570.698331395
183,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,161056cf-e1dd-4b49-a542-b01218009dad,183,CONG,Lands - http://landsnet.nps.gov/tractsnet/documents/CONG/Metadata/cong_metadata.xml,Congaree National Park,2022/06/07 00:00:00+00,SC,SE,2035095,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229070,Congaree,157073614.960938,116341.711616809
184,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,8bb5b652-fe89-428b-8b92-7fa43a93be06,184,BISC,Lands - http://landsnet.nps.gov/tractsnet/documents/BISC/Metadata/bisc_metadata.xml,Biscayne National Park,2010/12/02 00:00:00+00,FL,SE,294450,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167747,Biscayne,867063857.341797,143915.163266578
185,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,79fa30e6-4a2d-4943-bd16-3154c69c9d5f,185,CASA,Lands - http://landsnet.nps.gov/tractsnet/documents/CASA/Metadata/casa_metadata.xml,Castillo de San Marcos National Monument,2005/02/28 00:00:00+00,FL,SE,307911,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047924,Castillo de San Marcos,108299.66796875,1675.85993598561
186,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,998eef7c-0357-4de7-bca5-3f2a86ca4c03,186,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049233,Fort Matanzas,1474420.64648438,13355.2278910387
187,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,b3a1330f-49ac-4129-86a4-19b2b2318f2c,187,EVER,Lands - http://landsnet.nps.gov/tractsnet/documents/EVER/Metadata/ever_metadata.xml,Everglades National Park,2019/06/24 00:00:00+00,FL,SE,293666,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264901,Everglades,7625863021.63867,558822.071852446
188,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,ad4c5dd6-971b-451d-94a6-279654a62121,190,DRTO,Lands - http://landsnet.nps.gov/tractsnet/documents/DRTO/Metadata/drto_metadata.xml,Dry Tortugas National Park,2007/11/07 00:00:00+00,FL,SE,307632,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047947,Dry Tortugas,322682120.789063,69744.0117175223
189,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,22aed95c-e62b-4508-a78d-e114d56b3fb6,191,DESO,Lands - http://landsnet.nps.gov/tractsnet/documents/DESO/Metadata/deso_metadata.xml,De Soto National Memorial,2014/08/07 00:00:00+00,FL,SE,294586,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215972,De Soto,156650.923828125,2595.17163682605
190,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,369dd899-28b7-466e-8f76-8e4a2c284d91,192,FOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOCA/Metadata/foca_metadata.xml,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230260,Fort Caroline,764984.75,7620.09358772726
191,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,730175c5-bee4-4dd6-87b7-5fb3ecff8349,193,GUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/GUIS/Metadata/guis_metadata.xml,Gulf Islands National Seashore,2010/10/05 00:00:00+00,FL,SE,689020,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166436,Gulf Islands,710305580.652344,440556.287299942
192,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,816ac21b-b196-459e-989e-606216ece91a,194,SAJU,Unofficial Boundary of San Juan National Historic Site.,San Juan National Historic Site,2013/12/18 00:00:00+00,PR,SE,1879024,National Historic Site,Lands,Preliminary data. Contact the Land Resources Program for additional information.,San Juan,344663.920898438,8679.12555382169
193,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,1c65263e-8c23-4a32-a192-98b6a7067396,195,TIMU,Unofficial Boundary of Timucuan Ecological and Historic Preserve.,Timucuan Ecological and Historic Preserve,2013/12/18 00:00:00+00,FL,SE,2733416,National Preserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Timucuan,247930328.839844,265943.525535938
194,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,e5fb426f-cfb8-4358-aab1-b14944109413,196,VIIS,Lands - http://landsnet.nps.gov/tractsnet/documents/VIIS/Metadata/viis_metadata.xml,Virgin Islands National Park,2019/10/24 00:00:00+00,VI,SE,1614406,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259623,Virgin Islands,67815446.8144531,71984.6267123149
195,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,3d504af9-1d5a-4954-9494-b179fdf09464,197,VICR,Lands - http://landsnet.nps.gov/tractsnet/documents/VICR/Metadata/vicr_metadata.xml,Virgin Islands Coral Reef National Monument,2013/04/04 00:00:00+00,VI,SE,2733450,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194489,Virgin Islands Coral Reef,62764769.9169922,70251.4252888281
196,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,89012128-8563-4542-90c6-d56c2c31fade,198,BUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/BUIS/Metadata/buis_metadata.xml,Buck Island Reef National Monument,2006/03/20 00:00:00+00,VI,SE,1613756,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047917,Buck Island Reef,85236901.3193359,35451.9956749905
197,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,efa7360b-f510-4677-8335-104f270d975c,199,CHRI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHRI/Metadata/chri_metadata.xml,Christiansted National Historic Site,2014/06/19 00:00:00+00,VI,SE,1993781,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218479,Christiansted,116677.53515625,2308.11064131094
198,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,873426dc-7cc8-4710-bae0-98f6dd229e4c,200,SARI,Lands - http://landsnet.nps.gov/tractsnet/documents/SARI/Metadata/sari_metadata.xml,Salt River Bay National Historical Park and Ecological Preserve,2009/03/05 00:00:00+00,VI,SE,1993989,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048043,Salt River Bay,4603167.86035156,15506.9447802831
199,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,a9f3d8b5-a4fa-4f36-a904-22872aac861d,201,FODO,Lands - http://landsnet.nps.gov/tractsnet/documents/FODO/Metadata/fodo_metadata.xml,Fort Donelson National Battlefield,2015/07/27 00:00:00+00,KY,SE,1284664,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224521,Fort Donelson,8163037.2421875,43303.9440082276
200,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,f5ce1f3f-83e6-4d2e-86e0-86f63f826692,202,FOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOFR/Metadata/fofr_metadata.xml,Fort Frederica National Monument,2007/12/05 00:00:00+00,GA,SE,314290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047961,Fort Frederica,1567605.26757813,11769.2112303047
201,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,3259278c-c1f1-4067-af02-8ce35ffdf12c,203,FOPU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPU/Metadata/fopu_metadata.xml,Fort Pulaski National Monument,2010/12/21 00:00:00+00,GA,SE,314296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171830,Fort Pulaski,30589695.0273438,56871.6136897148
202,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,555df899-1f14-4b00-b9d5-f4754560f169,204,FOSU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,Fort Sumter and Fort Moultrie National Historical Park,2021/03/31 00:00:00+00,SC,SE,1222505,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047964,Fort Sumter and Fort Moultrie,1356885.59375,9870.04523233085
203,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,d4582ef2-121f-4621-85dc-b932a7e8f5e6,205,ANJO,Lands - http://landsnet.nps.gov/tractsnet/documents/ANJO/Metadata/anjo_metadata.xml,Andrew Johnson National Historic Site,2007/01/24 00:00:00+00,TN,SE,1304837,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047901,Andrew Johnson,102557.4296875,2126.41809994864
204,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,c7f9a10e-05df-4aa4-a521-82ddef0b28da,206,GRSM,Unofficial Boundary of Great Smoky Mountains National Park.,Great Smoky Mountains National Park,2013/12/18 00:00:00+00,NC,SE,1018241,National Park,Park,Preliminary data. Contact the Land Resources Program for additional information.,Great Smoky Mountains,3178103337.66016,808754.046480158
205,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,effd51b8-4aae-4888-8632-d7e5eb67d1ae,207,HOBE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOBE/Metadata/hobe_metadata.xml,Horseshoe Bend National Military Park,2009/10/26 00:00:00+00,AL,SE,149966,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049234,Horseshoe Bend,11989088.2070313,15611.0166635748
206,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,70e9df8d-8559-4639-9b4c-1a29ca4fb6dc,208,KEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KEMO/Metadata/kemo_metadata.xml,Kennesaw Mountain National Battlefield Park,2020/09/23 00:00:00+00,GA,SE,310345,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/215975,Kennesaw Mountain,17404530.2578125,57929.5242643128
207,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,c485ba7f-34e9-4874-b879-e904be798044,209,KIMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KIMO/Metadata/kimo_metadata.xml,Kings Mountain National Military Park,2011/06/27 00:00:00+00,SC,SE,1223739,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174271,Kings Mountain,23836721.109375,22120.4402374412
208,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,22b41263-8649-4337-a7ff-b5ff7ce811b0,210,COWP,Lands - http://landsnet.nps.gov/tractsnet/documents/COWP/Metadata/cowp_metadata.xml,Cowpens National Battlefield,2014/09/17 00:00:00+00,SC,SE,1247412,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218478,Cowpens,5131854.37890625,13385.2611125061
209,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,931969f3-d230-401b-bd9f-aada28dc610c,212,MACA,Lands - http://landsnet.nps.gov/tractsnet/documents/MACA/Metadata/maca_metadata.xml,Mammoth Cave National Park,2009/03/27 00:00:00+00,KY,SE,507318,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048014,Mammoth Cave,330311827.59375,146274.991636468
210,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,0d35d3ad-b97a-4178-8f22-9b70f9cb1778,213,ABLI,Lands - http://landsnet.nps.gov/tractsnet/documents/ABLI/Metadata/abli_metadata.xml,Abraham Lincoln Birthplace National Historical Park,2007/10/03 00:00:00+00,KY,SE,496556,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047895,Abraham Lincoln Birthplace,2186841.28515625,12580.5393031378
211,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,11648cd1-a06f-4e5c-a3e3-0f3aac612472,214,MOCR,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCR/Metadata/mocr_metadata.xml,Moores Creek National Battlefield,2009/10/26 00:00:00+00,NC,SE,1025558,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049235,Moores Creek,542942.22265625,3289.12002955929
212,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,1f0aae7f-2310-49b9-a7a7-316330991fb5,215,NATR,Lands - http://landsnet.nps.gov/tractsnet/documents/NATR/Metadata/natr_metadata.xml,Natchez Trace Parkway,2016/04/12 00:00:00+00,AL,SE,123648,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230263,Natchez Trace,310339969.320313,1965745.97169055
213,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,34b5b4b6-3218-4084-b0ca-de54327e55da,217,BRCR,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCR/Metadata/brcr_metadata.xml,Brices Cross Roads National Battlefield Site,2005/10/13 00:00:00+00,MS,SE,667556,National Battlefield Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047914,Brices Cross Roads,5930.15234375,342.165384169867
214,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,1c9b7256-008a-44e8-9d43-28f5c8395493,218,TUPE,Lands - http://landsnet.nps.gov/tractsnet/documents/TUPE/Metadata/tupe_metadata.xml,Tupelo National Battlefield,2005/10/13 00:00:00+00,MS,SE,1888969,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048055,Tupelo,5930.80078125,308.348237598635
215,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,c92a04b3-a17b-439b-9399-faff4cd61dcc,219,SHIL,Lands - http://landsnet.nps.gov/tractsnet/documents/SHIL/Metadata/shil_metadata.xml,Shiloh National Military Park,2020/09/25 00:00:00+00,MS,SE,1270094,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259621,Shiloh,52707057.3828125,98789.9919827488
216,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,62b4baf8-f408-417c-a3ba-7863e4933a04,220,STRI,Lands - http://landsnet.nps.gov/tractsnet/documents/STRI/Metadata/stri_metadata.xml,Stones River National Battlefield,2018/03/29 00:00:00+00,TN,SE,1888964,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252627,Stones River,4452463.125,24132.5336864439
217,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,bbbb2fa3-9081-42b3-828f-a08758f16bce,221,VICK,Lands - http://landsnet.nps.gov/tractsnet/documents/VICK/Metadata/vick_metadata.xml,Vicksburg National Military Park,2021/08/11 00:00:00+00,LA,SE,679217,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2287212,Vicksburg,14253637.2421875,55280.9829930364
218,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,e12d1a38-2090-476d-acd0-fdf7294627fe,222,OCMU,Lands - http://landsnet.nps.gov/tractsnet/documents/OCMU/Metadata/ocmu_metadata.xml,Ocmulgee Mounds National Historical Park,2020/09/25 00:00:00+00,GA,SE,1888951,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218476,Ocmulgee,19469742.4804688,32617.093906586
219,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,d2e8d406-48da-49c6-9194-f9a359b953ee,223,CUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CUIS/Metadata/cuis_metadata.xml,Cumberland Island National Seashore,2018/10/16 00:00:00+00,GA,SE,325829,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259622,Cumberland Island,211346295.517578,84530.8535409084
220,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,05c45063-822b-4b55-8bd7-7ae630d000ba,224,OBRI,Lands - http://landsnet.nps.gov/tractsnet/documents/OBRI/Metadata/obri_metadata.xml,Obed Wild and Scenic River,2020/09/23 00:00:00+00,TN,SE,1309684,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278883,Obed,33607609.078125,198150.885533251
221,2023/01/03 09:21:31+00,NPS_WASO_LANDS,2023/01/03 09:21:31+00,NPS_WASO_LANDS,7910c37c-7be0-4e67-a58f-e1fc0f6e2f8e,225,LIRI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIRI/Metadata/liri_metadata.xml,Little River Canyon National Preserve,2013/04/29 00:00:00+00,AL,SE,1888939,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196722,Little River Canyon,91891968.2265625,131916.50797181
222,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,6b1bc6a9-5f2b-4cac-9779-31a36e63850a,227,NISI,Lands - http://landsnet.nps.gov/tractsnet/documents/NISI/Metadata/nisi_metadata.xml,Ninety Six National Historic Site,2006/03/20 00:00:00+00,SC,SE,1227788,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048027,Ninety Six,5700905.13671875,11853.3065527058
223,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,822c6e6d-3fd4-4115-9e19-721a1e85d922,228,TUAI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUAI/Metadata/tuai_metadata.xml,Tuskegee Airmen National Historic Site,2009/02/03 00:00:00+00,AL,SE,2492338,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048054,Tuskegee Airmen,507337.4453125,3378.24176799608
224,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,1172a78b-89c9-45c4-906d-be61d888f5b6,229,SEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SEMO/Metadata/semo_metadata.xml,Selma to Montgomery National Historic Trail,2011/05/19 00:00:00+00,AL,SE,2733435,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174273,Selma to Montgomery,113747.5078125,1654.7004644361
225,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,4fda23d5-dec5-469a-a246-09f85caca1f3,230,NATC,Lands - http://landsnet.nps.gov/tractsnet/documents/NATC/Metadata/natc_metadata.xml,Natchez National Historical Park,2020/12/28 00:00:00+00,MS,SE,1888946,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048023,Natchez,786108.9375,8087.32800470725
226,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,69d4fcac-f1de-42bf-b231-fa403a5b2142,231,CHPI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,Charles Pinckney National Historic Site,2020/04/29 00:00:00+00,SC,SE,1252725,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047935,Charles Pinckney,162342.830078125,1655.60242017185
227,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,02fb69d5-a94b-4822-a583-b38a6c4703de,232,JICA,Lands - http://landsnet.nps.gov/tractsnet/documents/JICA/Metadata/jica_metadata.xml,Jimmy Carter National Historical Park,2015/08/03 00:00:00+00,GA,SE,1888934,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224524,Jimmy Carter,407012.9296875,15043.6641044262
228,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,80444832-206d-4d10-b2fc-6ec0aa720cac,233,MALU,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,"Martin Luther King, Jr., National Historical Park",2014/11/19 00:00:00+00,GA,SE,1704967,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218475,Martin Luther King Jr.,228201.90625,2965.89059558848
229,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,46b0ba1e-4027-4ada-abd3-d838bf6ad8de,234,CUVA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/cuva_metadata.xml,Cuyahoga Valley National Park,2021/09/01 00:00:00+00,OH,MW,1066328,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225690,Cuyahoga Valley,234527745.082031,295869.550423291
230,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,9b3dbd90-f0a4-490a-bcd5-9ab09bd59bac,235,BRVB,Lands - http://landsnet.nps.gov/tractsnet/documents/BRVB/Metadata/brvb_metadata.xml,Brown v. Board of Education National Historical Park,2006/11/01 00:00:00+00,KS,MW,2510335,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048389,Brown V Board Of Education,13754.1328125,828.3294948985
231,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,cb77b1f5-4597-47f1-9881-ffad030dd268,236,APIS,Lands - http://landsnet.nps.gov/tractsnet/documents/APIS/Metadata/apis_metadata.xml,Apostle Islands National Lakeshore,2017/08/25 00:00:00+00,WI,MW,1581059,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221817,Apostle Islands,632060717.136719,491129.225110402
232,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,e2b2aba6-4cfa-444a-8c28-df71301d5227,237,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/Metadata/fila_metadata.xml,First Ladies National Historic Site,2018/11/20 00:00:00+00,OH,MW,2035610,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203269,First Ladies,3210.13671875,357.620782199096
